Trial	Subject	Color	Stimulus	Start Time [ms]	End Time [ms]	Fixation Start [ms]	Fixation Duration [ms]	Fixation End [ms]	Position X	Position Y	Average Pupil Size [px] X	Average Pupil Size [px] Y	Average Pupil Diameter [mm]	Dispersion X	Dispersion Y	Eye	Number
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	0	399	399	718.1	294.9	135.5	81.2	5.3	5.0	6.0	Binocular	1
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	565	232	798	666.3	548.7	71.6	34.1	0.0	5.0	12.0	Binocular	2
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	931	66	998	844.5	498.3	66.5	35.0	1.3	4.0	4.0	Binocular	3
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1230	266	1497	716.6	263.9	129.3	82.7	4.8	11.0	45.0	Binocular	4
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	1797	132	1930	702.1	232.7	138.9	92.3	5.4	3.0	12.0	Binocular	5
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	2828	166	2994	184.0	69.4	120.0	85.8	4.5	27.0	24.0	Binocular	6
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	4325	166	4492	659.8	283.9	114.6	73.0	4.4	8.0	3.0	Binocular	7
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	4591	66	4658	844.4	307.9	113.8	68.3	4.3	3.0	0.0	Binocular	8
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	4758	199	4957	698.4	315.4	121.7	71.3	4.7	2.0	14.0	Binocular	9
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	5057	133	5190	705.6	240.5	116.8	80.6	4.5	4.0	3.0	Binocular	10
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	5257	166	5423	677.9	337.4	121.5	68.3	4.7	5.0	9.0	Binocular	11
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	5623	166	5790	692.7	296.2	119.1	73.2	4.5	5.0	15.0	Binocular	12
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	5889	233	6122	606.6	53.4	87.6	65.1	2.5	73.0	83.0	Binocular	13
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	6289	300	6589	682.9	463.7	60.6	34.5	0.0	74.0	45.0	Binocular	14
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	6688	332	7020	670.2	350.2	118.6	64.6	4.5	29.0	59.0	Binocular	15
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	7153	99	7253	383.7	241.3	110.8	75.7	4.2	9.0	5.0	Binocular	16
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	7353	332	7686	461.8	267.5	110.6	70.3	4.4	41.0	19.0	Binocular	17
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	7752	133	7886	481.8	285.3	75.4	42.3	4.5	19.0	48.0	Binocular	18
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	7986	132	8118	216.7	-128.9	112.4	90.5	4.0	122.0	66.0	Binocular	19
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	8252	366	8618	493.8	-54.0	111.9	87.8	4.0	26.0	44.0	Binocular	20
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	8684	99	8784	472.1	-21.5	117.0	94.8	4.2	4.0	2.0	Binocular	21
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	8917	99	9017	471.0	-14.3	118.8	95.3	4.2	0.0	0.0	Binocular	22
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	9117	99	9217	461.3	-6.0	119.5	95.7	4.3	14.0	32.0	Binocular	23
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	9549	200	9749	702.6	515.9	65.4	32.9	0.0	41.0	50.0	Binocular	24
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	9816	166	9982	657.2	549.7	62.9	30.3	0.0	65.0	151.0	Binocular	25
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	10082	232	10315	657.3	350.6	110.9	60.3	4.0	7.0	7.0	Binocular	26
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	10381	99	10481	666.5	333.7	98.2	52.7	4.5	2.0	3.0	Binocular	27
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	10581	133	10714	682.3	329.8	121.4	68.8	4.6	3.0	1.0	Binocular	28
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	11646	599	12245	605.6	285.7	106.9	65.8	4.4	17.0	10.0	Binocular	29
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	12477	465	12943	627.9	283.9	107.8	66.3	4.4	12.0	17.0	Binocular	30
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	13077	366	13443	692.8	-67.1	106.5	78.4	3.7	33.0	150.0	Binocular	31
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	13509	200	13709	694.8	-1.3	112.4	89.8	4.0	4.0	6.0	Binocular	32
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	13842	99	13942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Binocular	33
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	14074	200	14275	668.6	392.3	109.4	57.7	3.6	57.0	67.0	Binocular	34
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	14341	101	14443	640.4	424.7	64.0	39.5	1.3	6.0	11.0	Binocular	35
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	14507	99	14607	682.9	393.0	104.5	55.5	3.6	52.0	56.0	Binocular	36
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	14777	102	14880	287.1	-16.0	85.8	69.8	2.7	72.0	35.0	Binocular	37
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	15372	66	15439	33.1	-123.5	102.3	84.5	3.7	22.0	8.0	Binocular	38
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	16437	233	16671	867.6	162.1	117.0	90.1	4.6	150.0	19.0	Binocular	39
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	16737	465	17202	727.5	75.6	120.6	92.7	4.4	57.0	15.0	Binocular	40
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	17836	232	18068	651.1	595.2	57.9	23.9	0.0	1.0	17.0	Binocular	41
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	18168	66	18234	651.4	589.4	59.5	25.0	0.0	0.0	9.0	Binocular	42
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	18434	199	18633	386.1	-40.8	109.7	89.1	3.9	23.0	21.0	Binocular	43
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	18800	99	18899	-72.6	-123.8	96.7	82.7	3.3	98.0	38.0	Binocular	44
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	19166	232	19398	-320.0	30.6	62.1	58.1	0.4	53.0	18.0	Binocular	45
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	19598	66	19665	-170.6	-165.9	51.5	56.5	0.0	1.0	8.0	Binocular	46
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	19898	66	19964	297.0	286.7	126.0	73.3	5.0	1.0	9.0	Binocular	47
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	20230	67	20298	313.3	361.5	65.5	36.3	0.0	4.0	15.0	Binocular	48
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	20364	266	20630	327.9	309.8	85.3	46.8	3.8	58.0	52.0	Binocular	49
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	20796	166	20963	361.3	278.2	128.4	75.7	5.0	2.0	6.0	Binocular	50
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	21062	166	21229	304.2	329.3	54.0	34.2	0.0	6.0	2.0	Binocular	51
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	21395	199	21595	145.6	-298.7	68.3	41.5	0.0	6.0	24.0	Binocular	52
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	21694	199	21894	133.4	-312.3	67.3	42.3	0.0	5.0	20.0	Binocular	53
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	21994	332	22327	289.9	323.8	90.7	53.2	1.8	4.0	6.0	Binocular	54
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	22394	99	22493	315.4	358.4	66.3	38.8	0.0	1.0	2.0	Binocular	55
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	22826	66	22892	1016.1	125.9	118.5	92.5	4.4	90.0	7.0	Binocular	56
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	22992	166	23159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Binocular	57
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	23259	132	23392	765.2	132.6	125.5	97.4	4.9	4.0	2.0	Binocular	58
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	23525	99	23625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Binocular	59
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	23725	200	23926	636.6	507.5	63.6	33.3	0.8	31.0	159.0	Binocular	60
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	23990	66	24057	726.2	316.0	125.5	71.5	3.2	4.0	6.0	Binocular	61
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	24157	133	24290	560.4	470.7	62.4	35.1	0.0	9.0	14.0	Binocular	62
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	24456	66	24523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Binocular	63
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	24822	66	24889	260.4	340.8	80.8	44.5	4.1	71.0	138.0	Binocular	64
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	25055	133	25188	-20.0	-235.1	99.4	82.0	3.6	38.0	33.0	Binocular	65
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	25288	133	25422	7.8	-191.8	101.9	83.3	3.6	25.0	5.0	Binocular	66
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	25687	67	25755	-298.1	121.7	108.5	79.5	3.6	14.0	5.0	Binocular	67
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	25954	66	26020	-299.2	-32.5	95.5	84.5	3.2	160.0	106.0	Binocular	68
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	26087	199	26286	-469.4	-128.3	98.1	83.8	3.1	27.0	80.0	Binocular	69
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	26353	166	26519	-406.5	-113.0	98.3	87.9	3.2	30.0	42.0	Binocular	70
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	26652	100	26752	-356.2	-55.0	95.3	90.2	3.3	38.0	5.0	Binocular	71
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	26853	66	26919	-375.8	-61.7	98.3	90.5	3.3	41.0	3.0	Binocular	72
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	27352	199	27551	199.9	560.5	54.6	26.6	0.0	1.0	37.0	Binocular	73
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	27750	532	28283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Binocular	74
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	28383	68	28451	715.8	336.4	63.3	44.5	0.0	1.0	8.0	Binocular	75
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	28549	133	28683	752.6	292.8	127.8	76.6	4.9	17.0	9.0	Binocular	76
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	28782	68	28850	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Binocular	77
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	28948	66	29015	-45.9	346.9	24.5	18.8	0.0	0.0	0.0	Binocular	78
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	29082	199	29282	356.1	267.1	107.9	67.0	4.3	134.0	17.0	Binocular	79
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	29381	365	29747	363.2	255.9	115.0	71.4	4.5	16.0	8.0	Binocular	80
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	29847	399	30246	337.2	280.2	114.1	67.8	4.4	14.0	11.0	Binocular	81
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	30313	332	30645	359.5	280.0	100.2	61.9	3.1	5.0	7.0	Binocular	82
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	31180	198	31378	541.2	465.4	75.4	43.6	0.6	1.0	3.0	Binocular	83
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	31511	964	32475	549.3	459.7	70.6	45.8	1.2	6.0	19.0	Binocular	84
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	32542	3760	36302	552.4	448.4	64.7	40.4	0.2	513.0	264.0	Binocular	85
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	36502	132	36635	533.6	140.7	125.3	93.4	4.8	8.0	5.0	Binocular	86
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	36702	603	37305	534.5	158.4	111.7	81.9	4.0	7.0	24.0	Binocular	87
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	37367	68	37435	527.6	460.3	67.8	38.8	0.0	2.0	8.0	Binocular	88
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	37500	199	37699	539.7	301.8	67.7	40.6	0.0	1.0	10.0	Binocular	89
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	37800	199	37999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Binocular	90
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	38099	99	38199	494.1	588.7	60.0	25.7	0.0	4.0	27.0	Binocular	91
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	38271	160	38432	503.0	514.8	56.9	29.8	0.0	3.0	11.0	Binocular	92
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	38731	266	38998	577.0	547.1	55.9	26.5	0.0	8.0	12.0	Binocular	93
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	39130	232	39363	528.1	198.2	106.6	76.8	4.1	3.0	9.0	Binocular	94
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	39463	1098	40561	573.1	253.2	115.6	72.9	4.4	7.0	9.0	Binocular	95
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	40861	99	40961	438.4	211.5	114.2	77.7	4.4	7.0	3.0	Binocular	96
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	41060	266	41326	460.8	215.6	116.2	77.2	4.5	18.0	3.0	Binocular	97
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	41393	332	41726	463.6	208.9	117.9	79.0	4.5	39.0	4.0	Binocular	98
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	41793	498	42291	496.8	206.5	117.4	79.5	4.5	7.0	7.0	Binocular	99
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	42360	430	42791	626.0	38.1	116.3	89.2	4.4	17.0	29.0	Binocular	100
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	42924	665	43589	588.7	50.7	117.8	89.9	4.5	6.0	15.0	Binocular	101
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	43955	266	44221	450.5	210.0	123.8	80.9	4.7	29.0	6.0	Binocular	102
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	44288	266	44554	485.1	100.8	122.9	91.1	4.7	11.0	5.0	Binocular	103
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	44621	366	44987	499.7	101.6	122.5	91.4	4.7	7.0	5.0	Binocular	104
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	45286	199	45486	477.8	231.9	127.9	79.5	4.9	1.0	2.0	Binocular	105
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	45586	66	45653	469.9	229.2	130.0	81.0	5.0	1.0	0.0	Binocular	106
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	45752	66	45819	470.7	235.3	130.0	81.0	5.1	0.0	1.0	Binocular	107
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	46318	166	46484	649.2	287.2	131.6	73.4	5.1	5.0	5.0	Binocular	108
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	46584	233	46818	654.0	284.7	126.7	71.1	4.9	1.0	5.0	Binocular	109
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	47116	232	47349	647.8	278.1	121.4	69.4	4.7	3.0	6.0	Binocular	110
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	47449	401	47850	648.8	275.9	122.1	70.3	4.7	2.0	6.0	Binocular	111
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	48447	99	48547	581.3	60.1	107.8	82.8	4.1	2.0	2.0	Binocular	112
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	48647	232	48880	579.1	30.5	103.5	78.7	3.8	1.0	6.0	Binocular	113
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	48946	199	49146	568.3	24.8	104.8	78.8	3.9	1.0	8.0	Binocular	114
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	49213	133	49346	614.6	44.0	107.5	83.4	4.0	2.0	4.0	Binocular	115
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	49412	199	49612	562.1	151.4	112.9	74.4	4.3	2.0	11.0	Binocular	116
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	49679	133	49812	543.3	156.4	113.3	83.4	4.3	1.0	6.0	Binocular	117
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	49878	499	50377	549.6	148.0	112.1	82.5	4.3	10.0	6.0	Binocular	118
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	50444	533	50977	572.3	160.4	115.3	84.8	4.4	3.0	11.0	Binocular	119
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	51076	99	51176	564.3	141.6	119.0	58.2	4.5	1.0	2.0	Binocular	120
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	51242	66	51309	584.2	146.4	118.0	72.3	4.5	1.0	10.0	Binocular	121
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	51775	132	51908	468.5	209.6	116.9	76.1	4.5	2.0	3.0	Binocular	122
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	52474	365	52840	450.4	190.6	104.0	69.1	4.4	5.0	6.0	Binocular	123
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	52940	664	53605	450.9	202.2	93.2	57.5	4.5	9.0	7.0	Binocular	124
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	53671	66	53738	503.0	175.0	119.0	83.3	4.6	1.0	2.0	Binocular	125
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	53806	98	53905	592.6	102.7	119.0	88.5	4.6	0.0	3.0	Binocular	126
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	54272	65	54337	560.8	133.5	118.5	70.5	4.5	1.0	4.0	Binocular	127
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	54405	65	54470	548.8	136.9	117.8	69.5	4.5	0.0	1.0	Binocular	128
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	54803	99	54903	563.6	169.4	120.2	85.2	4.6	1.0	1.0	Binocular	129
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	54969	465	55435	550.5	141.1	118.6	78.3	4.5	11.0	14.0	Binocular	130
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	55501	266	55768	580.0	163.1	91.1	58.0	4.5	3.0	11.0	Binocular	131
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	55834	200	56034	645.4	244.5	92.3	50.4	4.7	3.0	6.0	Binocular	132
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	56100	166	56267	635.6	340.2	48.4	34.6	0.0	4.0	7.0	Binocular	133
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	56367	299	56666	621.0	354.6	53.2	37.8	0.0	2.0	5.0	Binocular	134
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	56805	160	56966	588.7	168.9	116.4	83.6	4.5	2.0	3.0	Binocular	135
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	57065	332	57398	553.9	100.2	116.2	79.9	4.4	6.0	14.0	Binocular	136
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	57465	67	57532	553.0	155.8	0.0	0.0	0.0	0.0	0.0	Binocular	137
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	57598	132	57731	538.4	272.9	15.8	11.0	0.0	0.0	0.0	Binocular	138
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	57831	266	58097	613.8	295.5	39.3	25.6	0.0	1.0	4.0	Binocular	139
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	58297	332	58630	502.0	297.3	50.0	33.8	0.0	2.0	4.0	Binocular	140
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	58696	99	58796	537.1	332.7	39.0	23.5	0.0	15.0	24.0	Binocular	141
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	58962	99	59062	1312.2	377.2	40.7	25.7	0.0	89.0	18.0	Binocular	142
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	59228	100	59328	980.7	251.8	101.3	64.8	4.3	85.0	29.0	Binocular	143
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	59428	99	59528	783.6	213.2	102.3	70.3	3.9	44.0	6.0	Binocular	144
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	59795	98	59894	150.1	358.3	52.0	37.7	0.0	121.0	27.0	Binocular	145
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	59993	66	60060	443.7	1.0	54.8	39.3	0.0	23.0	50.0	Binocular	146
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	60160	99	60260	457.0	-2.7	37.7	27.0	0.0	42.0	25.0	Binocular	147
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	60393	233	60626	411.7	367.4	57.3	40.9	0.0	4.0	3.0	Binocular	148
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	60692	67	60759	416.1	373.4	58.5	40.8	0.0	6.0	2.0	Binocular	149
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	60825	199	61025	483.4	389.0	51.4	33.8	0.0	4.0	2.0	Binocular	150
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	61092	299	61391	441.8	385.5	55.6	36.9	0.0	4.0	6.0	Binocular	151
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	61691	398	62090	429.2	397.6	42.8	27.4	0.0	4.0	3.0	Binocular	152
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	62256	100	62356	424.0	405.1	63.3	40.5	0.0	10.0	3.0	Binocular	153
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	62489	166	62656	393.2	378.6	61.4	41.8	0.0	2.0	4.0	Binocular	154
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	62789	299	63088	198.7	-418.2	63.8	37.1	0.0	5.0	16.0	Binocular	155
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	63254	166	63421	472.2	273.3	73.4	34.4	4.7	0.0	2.0	Binocular	156
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	63621	66	63687	192.2	-388.9	54.3	34.8	0.0	39.0	37.0	Binocular	157
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	63754	233	63987	195.9	-99.5	60.8	42.9	0.4	79.0	65.0	Binocular	158
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	64086	67	64154	305.1	-37.1	56.3	42.0	0.0	7.0	0.0	Binocular	159
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	64219	133	64353	348.7	-134.6	115.0	90.6	4.2	26.0	5.0	Binocular	160
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	64419	299	64718	446.8	-103.6	118.8	93.3	4.3	67.0	43.0	Binocular	161
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	64785	99	64885	490.7	-48.1	121.7	94.5	4.4	5.0	3.0	Binocular	162
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	64951	233	65185	490.3	-60.5	122.6	90.9	4.4	15.0	26.0	Binocular	163
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	65251	66	65318	504.5	-81.7	122.8	92.3	4.2	2.0	7.0	Binocular	164
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	65384	199	65584	532.0	-71.0	123.3	93.8	4.4	35.0	8.0	Binocular	165
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	66050	99	66149	404.9	522.1	66.5	34.5	0.0	17.0	28.0	Binocular	166
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	66216	366	66582	419.9	517.5	63.0	32.8	0.0	38.0	65.0	Binocular	167
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	66683	265	66948	727.4	275.9	78.8	50.6	1.5	41.0	12.0	Binocular	168
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	67015	166	67181	673.8	352.3	58.0	32.8	0.0	5.0	4.0	Binocular	169
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	67380	67	67448	1168.7	462.2	40.3	22.5	0.0	23.0	0.0	Binocular	170
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	67647	133	67780	1067.4	251.8	94.4	59.6	4.1	87.0	8.0	Binocular	171
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	67913	99	68013	19.8	547.3	45.7	23.5	0.0	13.0	30.0	Binocular	172
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	68346	66	68412	497.7	36.4	51.3	32.8	0.0	19.0	13.0	Binocular	173
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	68645	200	68846	645.1	-36.3	36.7	25.5	0.0	32.0	23.0	Binocular	174
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	69044	99	69144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Binocular	175
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	69344	133	69477	650.0	368.8	55.5	37.9	0.0	18.0	7.0	Binocular	176
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	69543	99	69643	577.4	422.4	58.8	36.5	0.0	7.0	3.0	Binocular	177
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	69710	99	69810	557.7	415.9	60.0	37.7	0.0	4.0	4.0	Binocular	178
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	69976	99	70076	697.2	305.5	59.7	39.2	0.0	1.0	2.0	Binocular	179
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	70242	133	70375	505.5	296.7	121.1	64.9	3.6	5.0	6.0	Binocular	180
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	70443	231	70675	556.0	308.6	98.6	55.3	2.3	22.0	9.0	Binocular	181
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	70742	99	70841	525.0	310.1	43.2	27.8	1.2	3.0	4.0	Binocular	182
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	70941	432	71373	551.5	334.9	51.0	29.8	0.0	26.0	12.0	Binocular	183
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	71441	338	71780	564.8	343.0	46.7	27.0	0.0	18.0	13.0	Binocular	184
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	71875	263	72139	523.8	337.7	66.9	39.3	0.0	15.0	10.0	Binocular	185
Trial001	ss03	Coral	ss03-1-recording.avi	0	4131174	72339	266	72605	582.8	419.0	66.9	41.6	0.0	34.0	45.0	Binocular	186
